"web-scraper-order","web-scraper-start-url","brawler_link","brawler_link-href","pin_img-src"
"1714987019-195","https://brawlstars.fandom.com/wiki/Category:Brawlers","Grom","https://brawlstars.fandom.com/wiki/Grom","https://static.wikia.nocookie.net/brawlstars/images/2/2e/Grom_Pin-Neutral.png/revision/latest/scale-to-width-down/45?cb=20211217124028"
"1714987019-196","https://brawlstars.fandom.com/wiki/Category:Brawlers","Grom","https://brawlstars.fandom.com/wiki/Grom","https://static.wikia.nocookie.net/brawlstars/images/8/81/Grom_FrankenGrom_Pin-Neutral.png/revision/latest/scale-to-width-down/45?cb=20230902140714"
"1714987019-197","https://brawlstars.fandom.com/wiki/Category:Brawlers","Grom","https://brawlstars.fandom.com/wiki/Grom","https://static.wikia.nocookie.net/brawlstars/images/e/ee/Grom_Dasis_Pin-Special.png/revision/latest/scale-to-width-down/45?cb=20231023132727"
"1714987035-198","https://brawlstars.fandom.com/wiki/Category:Brawlers","Griff","https://brawlstars.fandom.com/wiki/Griff","https://static.wikia.nocookie.net/brawlstars/images/6/62/Griff_Pin-Neutral.png/revision/latest/scale-to-width-down/44?cb=20210621184125"
"1714987035-199","https://brawlstars.fandom.com/wiki/Category:Brawlers","Griff","https://brawlstars.fandom.com/wiki/Griff","https://static.wikia.nocookie.net/brawlstars/images/8/89/Griff_Sleigher_Pin-Neutral.png/revision/latest/scale-to-width-down/45?cb=20211217135121"
"1714987035-200","https://brawlstars.fandom.com/wiki/Category:Brawlers","Griff","https://brawlstars.fandom.com/wiki/Griff","https://static.wikia.nocookie.net/brawlstars/images/4/4a/Griff_High_Score_Pin-Happy.png/revision/latest/scale-to-width-down/45?cb=20221218120048"
"1714987035-201","https://brawlstars.fandom.com/wiki/Category:Brawlers","Griff","https://brawlstars.fandom.com/wiki/Griff","https://static.wikia.nocookie.net/brawlstars/images/d/dc/Griff_Sunken_Chest_Pin-Neutral.png/revision/latest/scale-to-width-down/45?cb=20230626225336"
"1714987050-202","https://brawlstars.fandom.com/wiki/Category:Brawlers","Gray","https://brawlstars.fandom.com/wiki/Gray","https://static.wikia.nocookie.net/brawlstars/images/a/a0/Gray_Pin-Neutral.png/revision/latest/scale-to-width-down/45?cb=20221214125008"
"1714987050-203","https://brawlstars.fandom.com/wiki/Category:Brawlers","Gray","https://brawlstars.fandom.com/wiki/Gray","https://static.wikia.nocookie.net/brawlstars/images/a/a8/Gray_Detective_Pin-Neutral.png/revision/latest/scale-to-width-down/45?cb=20230304214525"
"1714987066-204","https://brawlstars.fandom.com/wiki/Category:Brawlers","Gene","https://brawlstars.fandom.com/wiki/Gene","https://static.wikia.nocookie.net/brawlstars/images/9/90/Gene_Pin-Neutral.png/revision/latest/scale-to-width-down/45?cb=20200917163935"
"1714987066-205","https://brawlstars.fandom.com/wiki/Category:Brawlers","Gene","https://brawlstars.fandom.com/wiki/Gene","https://static.wikia.nocookie.net/brawlstars/images/8/8f/Gene_Swamp_Pin-Neutral.png/revision/latest/scale-to-width-down/45?cb=20211030222558"
"1714987066-206","https://brawlstars.fandom.com/wiki/Category:Brawlers","Gene","https://brawlstars.fandom.com/wiki/Gene","https://static.wikia.nocookie.net/brawlstars/images/9/96/Gene_Evil_Pin-Neutral.png/revision/latest/scale-to-width-down/45?cb=20230428124807"
"1714987082-207","https://brawlstars.fandom.com/wiki/Category:Brawlers","Gale","https://brawlstars.fandom.com/wiki/Gale","https://static.wikia.nocookie.net/brawlstars/images/8/8f/Gale_Pin-Neutral.png/revision/latest/scale-to-width-down/41?cb=20200917164130"
"1714987082-208","https://brawlstars.fandom.com/wiki/Category:Brawlers","Gale","https://brawlstars.fandom.com/wiki/Gale","https://static.wikia.nocookie.net/brawlstars/images/0/0d/Gale_Merchant_Pin-Neutral.png/revision/latest/scale-to-width-down/41?cb=20210921051327"
"1714987082-209","https://brawlstars.fandom.com/wiki/Category:Brawlers","Gale","https://brawlstars.fandom.com/wiki/Gale","https://static.wikia.nocookie.net/brawlstars/images/4/49/Gale_Nutcracker_Pin-Neutral.png/revision/latest/scale-to-width-down/45?cb=20230301184519"
"1714987098-210","https://brawlstars.fandom.com/wiki/Category:Brawlers","Frank","https://brawlstars.fandom.com/wiki/Frank","https://static.wikia.nocookie.net/brawlstars/images/e/e3/Frank_Pin-Neutral.png/revision/latest/scale-to-width-down/45?cb=20200917164043"
"1714987098-211","https://brawlstars.fandom.com/wiki/Category:Brawlers","Frank","https://brawlstars.fandom.com/wiki/Frank","https://static.wikia.nocookie.net/brawlstars/images/0/03/Frank_Holiday_Party_Pin-GG.png/revision/latest/scale-to-width-down/45?cb=20211217135236"
"1714987098-212","https://brawlstars.fandom.com/wiki/Category:Brawlers","Frank","https://brawlstars.fandom.com/wiki/Frank","https://static.wikia.nocookie.net/brawlstars/images/3/32/Frank_Spirit_Knight_Pin-Neutral.png/revision/latest/scale-to-width-down/45?cb=20230304023121"
"1714987098-213","https://brawlstars.fandom.com/wiki/Category:Brawlers","Frank","https://brawlstars.fandom.com/wiki/Frank","https://static.wikia.nocookie.net/brawlstars/images/f/fb/Frank_Vanara_Pin-Special.png/revision/latest/scale-to-width-down/45?cb=20231023132729"
"1714987113-214","https://brawlstars.fandom.com/wiki/Category:Brawlers","Fang","https://brawlstars.fandom.com/wiki/Fang","https://static.wikia.nocookie.net/brawlstars/images/0/05/Fang_Pin-Neutral.png/revision/latest/scale-to-width-down/45?cb=20211217123930"
"1714987113-215","https://brawlstars.fandom.com/wiki/Category:Brawlers","Fang","https://brawlstars.fandom.com/wiki/Fang","https://static.wikia.nocookie.net/brawlstars/images/a/ae/Fang_Furious_Pin-Neutral.png/revision/latest/scale-to-width-down/45?cb=20211217124910"
"1714987113-216","https://brawlstars.fandom.com/wiki/Category:Brawlers","Fang","https://brawlstars.fandom.com/wiki/Fang","https://static.wikia.nocookie.net/brawlstars/images/1/15/Fang_Octo_Pin-Neutral.png/revision/latest/scale-to-width-down/45?cb=20220718105129"
"1714987113-217","https://brawlstars.fandom.com/wiki/Category:Brawlers","Fang","https://brawlstars.fandom.com/wiki/Fang","https://static.wikia.nocookie.net/brawlstars/images/6/63/Fang_Kabocha_Pin-Thanks.png/revision/latest/scale-to-width-down/45?cb=20231025160623"
"1714987113-218","https://brawlstars.fandom.com/wiki/Category:Brawlers","Fang","https://brawlstars.fandom.com/wiki/Fang","https://static.wikia.nocookie.net/brawlstars/images/6/62/Fang_Ferocious_Pin-Special.png/revision/latest/scale-to-width-down/45?cb=20231212131145"
"1714987113-219","https://brawlstars.fandom.com/wiki/Category:Brawlers","Fang","https://brawlstars.fandom.com/wiki/Fang","https://static.wikia.nocookie.net/brawlstars/images/a/a8/Fang_Red_Pitcher_Pin-Special.png/revision/latest/scale-to-width-down/45?cb=20240226115555"
"1714987113-220","https://brawlstars.fandom.com/wiki/Category:Brawlers","Fang","https://brawlstars.fandom.com/wiki/Fang","https://static.wikia.nocookie.net/brawlstars/images/d/da/Fang_Blue_Pitcher_Pin-Special.png/revision/latest/scale-to-width-down/45?cb=20240226115555"
"1714987129-221","https://brawlstars.fandom.com/wiki/Category:Brawlers","Eve","https://brawlstars.fandom.com/wiki/Eve","https://static.wikia.nocookie.net/brawlstars/images/3/3f/Eve_Pin-Neutral.png/revision/latest/scale-to-width-down/45?cb=20220303120620"
"1714987129-222","https://brawlstars.fandom.com/wiki/Category:Brawlers","Eve","https://brawlstars.fandom.com/wiki/Eve","https://static.wikia.nocookie.net/brawlstars/images/0/0b/Eve_Spiky_Pin-Neutral.png/revision/latest/scale-to-width-down/45?cb=20220303121316"
"1714987129-223","https://brawlstars.fandom.com/wiki/Category:Brawlers","Eve","https://brawlstars.fandom.com/wiki/Eve","https://static.wikia.nocookie.net/brawlstars/images/7/7a/Eve_Baiku_Pin-Neutral.png/revision/latest/scale-to-width-down/45?cb=20221218120047"
"1714987129-224","https://brawlstars.fandom.com/wiki/Category:Brawlers","Eve","https://brawlstars.fandom.com/wiki/Eve","https://static.wikia.nocookie.net/brawlstars/images/9/9f/Eve_Mothra_Pin-Thanks.png/revision/latest/scale-to-width-down/45?cb=20240422135224"
"1714987159-226","https://brawlstars.fandom.com/wiki/Category:Brawlers","Emz","https://brawlstars.fandom.com/wiki/Emz","https://static.wikia.nocookie.net/brawlstars/images/6/62/Emz_Pin-Neutral.png/revision/latest/scale-to-width-down/45?cb=20200917163803"
"1714987159-227","https://brawlstars.fandom.com/wiki/Category:Brawlers","Emz","https://brawlstars.fandom.com/wiki/Emz","https://static.wikia.nocookie.net/brawlstars/images/6/69/Emz_DJ_3.M.Z_Pin-Neutral.png/revision/latest/scale-to-width-down/42?cb=20230304023020"
"1714987159-228","https://brawlstars.fandom.com/wiki/Category:Brawlers","Emz","https://brawlstars.fandom.com/wiki/Emz","https://static.wikia.nocookie.net/brawlstars/images/7/71/Emz_Super_Fan_Pin-Neutral.png/revision/latest/scale-to-width-down/45?cb=20230428124854"
"1714987159-229","https://brawlstars.fandom.com/wiki/Category:Brawlers","Emz","https://brawlstars.fandom.com/wiki/Emz","https://static.wikia.nocookie.net/brawlstars/images/c/cc/Emz_Harajuku_Pin-Neutral.png/revision/latest/scale-to-width-down/45?cb=20230428132201"
"1714987174-230","https://brawlstars.fandom.com/wiki/Category:Brawlers","El Primo","https://brawlstars.fandom.com/wiki/El_Primo","https://static.wikia.nocookie.net/brawlstars/images/8/8a/El_Primo_Pin-Neutral.png/revision/latest/scale-to-width-down/39?cb=20200917165008"
"1714987174-231","https://brawlstars.fandom.com/wiki/Category:Brawlers","El Primo","https://brawlstars.fandom.com/wiki/El_Primo","https://static.wikia.nocookie.net/brawlstars/images/e/e0/El_Primo_El_Drag%C3%B3n_Verdoso_Pin-Neutral.png/revision/latest/scale-to-width-down/42?cb=20221225150004"
"1714987174-232","https://brawlstars.fandom.com/wiki/Category:Brawlers","El Primo","https://brawlstars.fandom.com/wiki/El_Primo","https://static.wikia.nocookie.net/brawlstars/images/0/07/El_Primo_El_Drag%C3%B3n_Rosado_Pin-Neutral.png/revision/latest/scale-to-width-down/42?cb=20221225145939"
"1714987174-233","https://brawlstars.fandom.com/wiki/Category:Brawlers","El Primo","https://brawlstars.fandom.com/wiki/El_Primo","https://static.wikia.nocookie.net/brawlstars/images/b/b3/El_Primo_El_Tigro_Pin-Neutral.png/revision/latest/scale-to-width-down/37?cb=20221225145907"
"1714987174-234","https://brawlstars.fandom.com/wiki/Category:Brawlers","El Primo","https://brawlstars.fandom.com/wiki/El_Primo","https://static.wikia.nocookie.net/brawlstars/images/9/9b/El_Primo_El_Coraz%C3%B3n_Pin-Neutral.png/revision/latest/scale-to-width-down/39?cb=20221225145953"
"1714987174-235","https://brawlstars.fandom.com/wiki/Category:Brawlers","El Primo","https://brawlstars.fandom.com/wiki/El_Primo","https://static.wikia.nocookie.net/brawlstars/images/3/3d/El_Primo_El_Mayordomo_Pin-Neutral.png/revision/latest/scale-to-width-down/39?cb=20230304215423"
"1714987174-236","https://brawlstars.fandom.com/wiki/Category:Brawlers","El Primo","https://brawlstars.fandom.com/wiki/El_Primo","https://static.wikia.nocookie.net/brawlstars/images/c/c5/El_Primo_El_Rey_Primo_Pin-Neutral.png/revision/latest/scale-to-width-down/45?cb=20230428124532"
"1714987174-237","https://brawlstars.fandom.com/wiki/Category:Brawlers","El Primo","https://brawlstars.fandom.com/wiki/El_Primo","https://static.wikia.nocookie.net/brawlstars/images/0/0b/El_Primo_El_Brown_Pin-Neutral.png/revision/latest/scale-to-width-down/45?cb=20230626220130"
"1714987174-238","https://brawlstars.fandom.com/wiki/Category:Brawlers","El Primo","https://brawlstars.fandom.com/wiki/El_Primo","https://static.wikia.nocookie.net/brawlstars/images/7/76/El_Primo_El_Quarterback_Pin-Special.png/revision/latest/scale-to-width-down/45?cb=20231212131148"
"1714987174-239","https://brawlstars.fandom.com/wiki/Category:Brawlers","El Primo","https://brawlstars.fandom.com/wiki/El_Primo","https://static.wikia.nocookie.net/brawlstars/images/0/04/El_Primo_El_Baby_Shark_Pin-Neutral.png/revision/latest/scale-to-width-down/45?cb=20240226115554"
"1714987190-240","https://brawlstars.fandom.com/wiki/Category:Brawlers","Edgar","https://brawlstars.fandom.com/wiki/Edgar","https://static.wikia.nocookie.net/brawlstars/images/b/b7/Edgar_Pin-Neutral.png/revision/latest/scale-to-width-down/44?cb=20210107093412"
"1714987190-241","https://brawlstars.fandom.com/wiki/Category:Brawlers","Edgar","https://brawlstars.fandom.com/wiki/Edgar","https://static.wikia.nocookie.net/brawlstars/images/e/e6/Edgar_Orochi_Pin-Happy.png/revision/latest/scale-to-width-down/45?cb=20211218031346"
"1714987190-242","https://brawlstars.fandom.com/wiki/Category:Brawlers","Edgar","https://brawlstars.fandom.com/wiki/Edgar","https://static.wikia.nocookie.net/brawlstars/images/0/0a/Edgar_Doctor_Pin-Neutral.png/revision/latest/scale-to-width-down/45?cb=20220411124908"
"1714987190-243","https://brawlstars.fandom.com/wiki/Category:Brawlers","Edgar","https://brawlstars.fandom.com/wiki/Edgar","https://static.wikia.nocookie.net/brawlstars/images/b/b5/Edgar_Edgar_Tata_Pin-Neutral.png/revision/latest/scale-to-width-down/45?cb=20220629084714"
"1714987190-244","https://brawlstars.fandom.com/wiki/Category:Brawlers","Edgar","https://brawlstars.fandom.com/wiki/Edgar","https://static.wikia.nocookie.net/brawlstars/images/3/3d/Edgar_Quickdraw_Pin-Neutral.png/revision/latest/scale-to-width-down/45?cb=20221214125007"
"1714987190-245","https://brawlstars.fandom.com/wiki/Category:Brawlers","Edgar","https://brawlstars.fandom.com/wiki/Edgar","https://static.wikia.nocookie.net/brawlstars/images/f/f5/Edgar_Mecha_Pin-Neutral.png/revision/latest/scale-to-width-down/45?cb=20230914192659"
"1714987190-246","https://brawlstars.fandom.com/wiki/Category:Brawlers","Edgar","https://brawlstars.fandom.com/wiki/Edgar","https://static.wikia.nocookie.net/brawlstars/images/0/0e/Edgar_Mecha_%28Unit-00%29_Pin-Neutral.png/revision/latest/scale-to-width-down/45?cb=20231029005610"
"1714987190-247","https://brawlstars.fandom.com/wiki/Category:Brawlers","Edgar","https://brawlstars.fandom.com/wiki/Edgar","https://static.wikia.nocookie.net/brawlstars/images/1/18/Edgar_Mecha_%28Unit-01%29_Pin-Neutral.png/revision/latest/scale-to-width-down/45?cb=20231029005640"
"1714987190-248","https://brawlstars.fandom.com/wiki/Category:Brawlers","Edgar","https://brawlstars.fandom.com/wiki/Edgar","https://static.wikia.nocookie.net/brawlstars/images/e/e9/Edgar_Thief_Pin-Special.png/revision/latest/scale-to-width-down/45?cb=20240226115554"
"1714987206-249","https://brawlstars.fandom.com/wiki/Category:Brawlers","Dynamike","https://brawlstars.fandom.com/wiki/Dynamike","https://static.wikia.nocookie.net/brawlstars/images/d/df/Dynamike_Pin-Neutral.png/revision/latest/scale-to-width-down/45?cb=20210920042651"
"1714987206-250","https://brawlstars.fandom.com/wiki/Category:Brawlers","Dynamike","https://brawlstars.fandom.com/wiki/Dynamike","https://static.wikia.nocookie.net/brawlstars/images/5/59/Dynamike_Santa_Mike_Pin-GG.png/revision/latest/scale-to-width-down/45?cb=20211217135038"
"1714987206-251","https://brawlstars.fandom.com/wiki/Category:Brawlers","Dynamike","https://brawlstars.fandom.com/wiki/Dynamike","https://static.wikia.nocookie.net/brawlstars/images/b/b2/Dynamike_Tengu_Mike_Pin-Neutral.png/revision/latest/scale-to-width-down/45?cb=20230304214457"
"1714987206-252","https://brawlstars.fandom.com/wiki/Category:Brawlers","Dynamike","https://brawlstars.fandom.com/wiki/Dynamike","https://static.wikia.nocookie.net/brawlstars/images/9/98/Dynamike_Robo_Mike_Pin-Neutral.png/revision/latest/scale-to-width-down/45?cb=20230428124629"
"1714987206-253","https://brawlstars.fandom.com/wiki/Category:Brawlers","Dynamike","https://brawlstars.fandom.com/wiki/Dynamike","https://static.wikia.nocookie.net/brawlstars/images/1/10/Dynamike_Spicy_Mike_Pin-Special.png/revision/latest/scale-to-width-down/37?cb=20231213152205"
"1714987206-254","https://brawlstars.fandom.com/wiki/Category:Brawlers","Dynamike","https://brawlstars.fandom.com/wiki/Dynamike","https://static.wikia.nocookie.net/brawlstars/images/d/dd/Dynamike_Dynasty_Mike_Pin-Special.png/revision/latest/scale-to-width-down/44?cb=20240226115555"
"1714987206-255","https://brawlstars.fandom.com/wiki/Category:Brawlers","Dynamike","https://brawlstars.fandom.com/wiki/Dynamike","https://static.wikia.nocookie.net/brawlstars/images/8/82/Dynamike_Moldy_Mike_Pin-Neutral.png/revision/latest/scale-to-width-down/45?cb=20240422135224"
"1714987235-257","https://brawlstars.fandom.com/wiki/Category:Brawlers","Doug","https://brawlstars.fandom.com/wiki/Doug","https://static.wikia.nocookie.net/brawlstars/images/a/a0/Doug_Pin-Neutral.png/revision/latest/scale-to-width-down/45?cb=20230629212729"
"1714987251-258","https://brawlstars.fandom.com/wiki/Category:Brawlers","Darryl","https://brawlstars.fandom.com/wiki/Darryl","https://static.wikia.nocookie.net/brawlstars/images/1/14/Darryl_Pin-Neutral.png/revision/latest/scale-to-width-down/45?cb=20200917164006"
"1714987251-259","https://brawlstars.fandom.com/wiki/Category:Brawlers","Darryl","https://brawlstars.fandom.com/wiki/Darryl","https://static.wikia.nocookie.net/brawlstars/images/a/a4/Darryl_Mega_Box_Pin-Special.png/revision/latest/scale-to-width-down/42?cb=20210622222656"
"1714987251-260","https://brawlstars.fandom.com/wiki/Category:Brawlers","Darryl","https://brawlstars.fandom.com/wiki/Darryl","https://static.wikia.nocookie.net/brawlstars/images/0/09/Darryl_Crash_Test_Pin-Neutral.png/revision/latest/scale-to-width-down/45?cb=20220429104806"
"1714987251-261","https://brawlstars.fandom.com/wiki/Category:Brawlers","Darryl","https://brawlstars.fandom.com/wiki/Darryl","https://static.wikia.nocookie.net/brawlstars/images/5/5f/Darryl_Omega_Box_Pin-GG.png/revision/latest/scale-to-width-down/45?cb=20230902145338"
"1714987251-262","https://brawlstars.fandom.com/wiki/Category:Brawlers","Darryl","https://brawlstars.fandom.com/wiki/Darryl","https://static.wikia.nocookie.net/brawlstars/images/d/d7/Darryl_Cupcake_Pin-Neutral.png/revision/latest/scale-to-width-down/45?cb=20221218120048"
"1714987279-264","https://brawlstars.fandom.com/wiki/Category:Brawlers","Crow","https://brawlstars.fandom.com/wiki/Crow","https://static.wikia.nocookie.net/brawlstars/images/1/10/Crow_Pin-Neutral.png/revision/latest/scale-to-width-down/45?cb=20200917163906"
"1714987279-265","https://brawlstars.fandom.com/wiki/Category:Brawlers","Crow","https://brawlstars.fandom.com/wiki/Crow","https://static.wikia.nocookie.net/brawlstars/images/8/83/Crow_Mecha_Pin-Neutral.png/revision/latest/scale-to-width-down/45?cb=20220905180128"
"1714987279-266","https://brawlstars.fandom.com/wiki/Category:Brawlers","Crow","https://brawlstars.fandom.com/wiki/Crow","https://static.wikia.nocookie.net/brawlstars/images/7/74/Crow_Gold_Mecha_Pin-Neutral.png/revision/latest/scale-to-width-down/45?cb=20220905180127"
"1714987279-267","https://brawlstars.fandom.com/wiki/Category:Brawlers","Crow","https://brawlstars.fandom.com/wiki/Crow","https://static.wikia.nocookie.net/brawlstars/images/7/70/Crow_Night_Mecha_Pin-Neutral.png/revision/latest/scale-to-width-down/45?cb=20220905180128"
"1714987279-268","https://brawlstars.fandom.com/wiki/Category:Brawlers","Crow","https://brawlstars.fandom.com/wiki/Crow","https://static.wikia.nocookie.net/brawlstars/images/2/28/Crow_Crowbone_Pin-GG.png/revision/latest/scale-to-width-down/45?cb=20231214182919"
"1714987279-269","https://brawlstars.fandom.com/wiki/Category:Brawlers","Crow","https://brawlstars.fandom.com/wiki/Crow","https://static.wikia.nocookie.net/brawlstars/images/1/1c/Crow_Captain_Pin-Neutral.png/revision/latest/scale-to-width-down/45?cb=20221214125006"
"1714987279-270","https://brawlstars.fandom.com/wiki/Category:Brawlers","Crow","https://brawlstars.fandom.com/wiki/Crow","https://static.wikia.nocookie.net/brawlstars/images/7/7f/Crow_Phoenix_Pin-Neutral.png/revision/latest/scale-to-width-down/45?cb=20230626220201"
"1714987295-271","https://brawlstars.fandom.com/wiki/Category:Brawlers","Cordelius","https://brawlstars.fandom.com/wiki/Cordelius","https://static.wikia.nocookie.net/brawlstars/images/e/e6/Cordelius_Pin-Neutral.png/revision/latest/scale-to-width-down/45?cb=20230626191858"
"1714987295-272","https://brawlstars.fandom.com/wiki/Category:Brawlers","Cordelius","https://brawlstars.fandom.com/wiki/Cordelius","https://static.wikia.nocookie.net/brawlstars/images/2/25/Cordelius_Sporemind_Pin-Neutral.png/revision/latest/scale-to-width-down/45?cb=20230626192254"
"1714987295-273","https://brawlstars.fandom.com/wiki/Category:Brawlers","Cordelius","https://brawlstars.fandom.com/wiki/Cordelius","https://static.wikia.nocookie.net/brawlstars/images/7/77/Cordelius_Raider_Pin-Special.png/revision/latest/scale-to-width-down/45?cb=20230914185358"
"1714987295-274","https://brawlstars.fandom.com/wiki/Category:Brawlers","Cordelius","https://brawlstars.fandom.com/wiki/Cordelius","https://static.wikia.nocookie.net/brawlstars/images/0/0e/Cordelius_Odin_Pin-Special.png/revision/latest/scale-to-width-down/45?cb=20240226115555"
"1714987337-277","https://brawlstars.fandom.com/wiki/Category:Brawlers","Colt","https://brawlstars.fandom.com/wiki/Colt","https://static.wikia.nocookie.net/brawlstars/images/9/99/Colt_Pin-Neutral.png/revision/latest/scale-to-width-down/37?cb=20210920034129"
"1714987337-278","https://brawlstars.fandom.com/wiki/Category:Brawlers","Colt","https://brawlstars.fandom.com/wiki/Colt","https://static.wikia.nocookie.net/brawlstars/images/9/9d/Colt_Sharktooth_Pin-Neutral.png/revision/latest/scale-to-width-down/26?cb=20221225150318"
"1714987337-279","https://brawlstars.fandom.com/wiki/Category:Brawlers","Colt","https://brawlstars.fandom.com/wiki/Colt","https://static.wikia.nocookie.net/brawlstars/images/9/9f/Colt_Handsome_Pin-Neutral.png/revision/latest/scale-to-width-down/45?cb=20240504075702"
"1714987337-280","https://brawlstars.fandom.com/wiki/Category:Brawlers","Colt","https://brawlstars.fandom.com/wiki/Colt","https://static.wikia.nocookie.net/brawlstars/images/a/ac/Colt_Bananas_Pin-Neutral.png/revision/latest/scale-to-width-down/45?cb=20230428132129"
"1714987337-281","https://brawlstars.fandom.com/wiki/Category:Brawlers","Colt","https://brawlstars.fandom.com/wiki/Colt","https://static.wikia.nocookie.net/brawlstars/images/a/a9/Colt_Dark_Angel_Pin-Special.png/revision/latest/scale-to-width-down/45?cb=20231212131148"
"1714987337-282","https://brawlstars.fandom.com/wiki/Category:Brawlers","Colt","https://brawlstars.fandom.com/wiki/Colt","https://static.wikia.nocookie.net/brawlstars/images/7/77/Colt_Mecha_Pin-Neutral.png/revision/latest/scale-to-width-down/45?cb=20240226115554"
"1714987337-283","https://brawlstars.fandom.com/wiki/Category:Brawlers","Colt","https://brawlstars.fandom.com/wiki/Colt","https://static.wikia.nocookie.net/brawlstars/images/7/73/Colt_Paragon_Mecha_Pin-Special.png/revision/latest/scale-to-width-down/45?cb=20240226115555"
"1714987337-284","https://brawlstars.fandom.com/wiki/Category:Brawlers","Colt","https://brawlstars.fandom.com/wiki/Colt","https://static.wikia.nocookie.net/brawlstars/images/c/c7/Colt_Renegade_Mecha_Pin-Special.png/revision/latest/scale-to-width-down/45?cb=20240227164950"
"1714987337-285","https://brawlstars.fandom.com/wiki/Category:Brawlers","Colt","https://brawlstars.fandom.com/wiki/Colt","https://static.wikia.nocookie.net/brawlstars/images/9/92/Colt_Challenger_Pin-Neutral.png/revision/latest/scale-to-width-down/45?cb=20240424191119"
"1714987353-286","https://brawlstars.fandom.com/wiki/Category:Brawlers","Colette","https://brawlstars.fandom.com/wiki/Colette","https://static.wikia.nocookie.net/brawlstars/images/0/0d/Colette_Pin-Neutral.png/revision/latest/scale-to-width-down/45?cb=20200917163148"
"1714987353-287","https://brawlstars.fandom.com/wiki/Category:Brawlers","Colette","https://brawlstars.fandom.com/wiki/Colette","https://static.wikia.nocookie.net/brawlstars/images/7/76/Colette_Trixie_Pin-Neutral.png/revision/latest/scale-to-width-down/44?cb=20200917162512"
"1714987353-288","https://brawlstars.fandom.com/wiki/Category:Brawlers","Colette","https://brawlstars.fandom.com/wiki/Colette","https://static.wikia.nocookie.net/brawlstars/images/0/04/Colette_Inspector_Pin-Neutral.png/revision/latest/scale-to-width-down/45?cb=20230902143246"
"1714987353-289","https://brawlstars.fandom.com/wiki/Category:Brawlers","Colette","https://brawlstars.fandom.com/wiki/Colette","https://static.wikia.nocookie.net/brawlstars/images/e/e8/Colette_Gladiator_Pin-Neutral.png/revision/latest/scale-to-width-down/45?cb=20230301184548"
"1714987353-290","https://brawlstars.fandom.com/wiki/Category:Brawlers","Colette","https://brawlstars.fandom.com/wiki/Colette","https://static.wikia.nocookie.net/brawlstars/images/d/d3/Colette_Pinku_Pawlette_Pin-Special.png/revision/latest/scale-to-width-down/43?cb=20231212131148"
"1714987353-291","https://brawlstars.fandom.com/wiki/Category:Brawlers","Colette","https://brawlstars.fandom.com/wiki/Colette","https://static.wikia.nocookie.net/brawlstars/images/6/6e/Colette_Kiiro_Pawlette_Pin-Special.png/revision/latest/scale-to-width-down/44?cb=20231212131148"
"1714987353-292","https://brawlstars.fandom.com/wiki/Category:Brawlers","Colette","https://brawlstars.fandom.com/wiki/Colette","https://static.wikia.nocookie.net/brawlstars/images/7/75/Colette_Midori_Pawlette_Pin-Special.png/revision/latest/scale-to-width-down/44?cb=20231212131148"
"1714987353-293","https://brawlstars.fandom.com/wiki/Category:Brawlers","Colette","https://brawlstars.fandom.com/wiki/Colette","https://static.wikia.nocookie.net/brawlstars/images/6/68/Colette_Fangirl_Cony_Pin-Special.png/revision/latest/scale-to-width-down/44?cb=20240226115554"
"1714987353-294","https://brawlstars.fandom.com/wiki/Category:Brawlers","Colette","https://brawlstars.fandom.com/wiki/Colette","https://static.wikia.nocookie.net/brawlstars/images/2/23/Colette_Navigator_Pin-GG.png/revision/latest/scale-to-width-down/45?cb=20240422135223"
"1714987368-295","https://brawlstars.fandom.com/wiki/Category:Brawlers","Chuck","https://brawlstars.fandom.com/wiki/Chuck","https://static.wikia.nocookie.net/brawlstars/images/0/0a/Chuck_Pin-Neutral.png/revision/latest/scale-to-width-down/45?cb=20230914185553"
"1714987368-296","https://brawlstars.fandom.com/wiki/Category:Brawlers","Chuck","https://brawlstars.fandom.com/wiki/Chuck","https://static.wikia.nocookie.net/brawlstars/images/b/ba/Chuck_Desert_Scorpion_Pin-Neutral.png/revision/latest/scale-to-width-down/45?cb=20240226115553"
"1714987384-297","https://brawlstars.fandom.com/wiki/Category:Brawlers","Chester","https://brawlstars.fandom.com/wiki/Chester","https://static.wikia.nocookie.net/brawlstars/images/1/1e/Chester_Pin-Neutral.png/revision/latest/scale-to-width-down/45?cb=20221214125010"
"1714987384-298","https://brawlstars.fandom.com/wiki/Category:Brawlers","Chester","https://brawlstars.fandom.com/wiki/Chester","https://static.wikia.nocookie.net/brawlstars/images/8/8f/Chester_Wood_Spirit_Pin-Neutral.png/revision/latest/scale-to-width-down/45?cb=20230626225452"
"1714987384-299","https://brawlstars.fandom.com/wiki/Category:Brawlers","Chester","https://brawlstars.fandom.com/wiki/Chester","https://static.wikia.nocookie.net/brawlstars/images/2/20/Chester_Loki_Pin-Special.png/revision/latest/scale-to-width-down/41?cb=20240226115555"
"1714987400-300","https://brawlstars.fandom.com/wiki/Category:Brawlers","Charlie","https://brawlstars.fandom.com/wiki/Charlie","https://static.wikia.nocookie.net/brawlstars/images/7/7f/Charlie_Pin-Neutral.png/revision/latest/scale-to-width-down/45?cb=20231107111921"
